student_id,term_id,program_id,level,attempted_credits,attendance_status,census_enrolled,reportable,academic_status
S0025690,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0027077,2025FA,PENG,UG,15,F,1,1,Good Standing
S0038613,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0000282,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0009474,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0039769,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0037067,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037497,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0007804,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0021040,2025FA,PENG,UG,15,F,1,1,Good Standing
S0028460,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0032967,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0028414,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0001739,2025FA,PEDU,UG,15,F,1,1,Academic Warning
S0023124,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0025490,2025FA,PPSY,UG,15,F,1,1,Academic Warning
S0038546,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0028474,2025FA,PENG,UG,6,P,1,1,Good Standing
S0015484,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0022981,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0032294,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0010104,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0015150,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0033627,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0027588,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0025672,2025FA,PENG,UG,15,F,1,1,Good Standing
S0022925,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0017622,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0028055,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0033164,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0014830,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038074,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0010105,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0039864,2025FA,PENG,UG,15,F,1,1,Good Standing
S0005674,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0036184,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0016867,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0027199,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0026558,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0021976,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0038253,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0027608,2025FA,PENG,UG,15,F,1,1,Good Standing
S0027436,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0025381,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0038874,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0033714,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0018120,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0006512,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0026166,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0032946,2025FA,PENG,UG,15,F,1,1,Good Standing
S0009433,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0038855,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0040456,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0032448,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0009929,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037674,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0039311,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0032134,2025FA,PENG,UG,6,P,1,1,Good Standing
S0031949,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0033172,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0035788,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0034084,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0017618,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0036484,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0017393,2025FA,PGEN,UG,12,F,1,1,Academic Warning
S0036714,2025FA,PENG,UG,15,F,1,1,Good Standing
S0016188,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0003734,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0017910,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0031872,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0003196,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037503,2025FA,PPSY,UG,15,F,1,1,Academic Warning
S0023535,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0026740,2025FA,PENG,UG,15,F,1,1,Good Standing
S0012203,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0039021,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0036361,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0018135,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0038747,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038631,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0038320,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0029171,2025FA,PENG,UG,15,F,1,1,Good Standing
S0025608,2025FA,PBIO,UG,6,P,1,1,Academic Warning
S0022650,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0015990,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0037881,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0016694,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0040600,2025FA,PPSY,UG,6,P,1,1,Academic Warning
S0005259,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0033793,2025FA,PENG,UG,15,F,1,1,Academic Warning
S0003226,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0006032,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0018538,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0006141,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0032152,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0028764,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0039045,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0040654,2025FA,PENG,UG,6,P,1,1,Good Standing
S0021951,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0035091,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0007471,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0024134,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0040043,2025FA,PCRJ,UG,6,P,1,1,Academic Warning
S0033501,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0018313,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0031626,2025FA,PENG,UG,15,F,1,1,Good Standing
S0034247,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0010085,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0019184,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0035846,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0006824,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0034187,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0012613,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0029301,2025FA,PENG,UG,15,F,1,1,Academic Warning
S0036540,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0016108,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0026979,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0007085,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0025431,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037369,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0013169,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0030541,2025FA,PENG,UG,15,F,1,1,Good Standing
S0006741,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0004114,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0039307,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0008825,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0021369,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0021601,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0027654,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0036063,2025FA,PENG,UG,15,F,1,1,Good Standing
S0037313,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0010526,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0034223,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0003771,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0030736,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0007884,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0026238,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0022020,2025FA,PENG,UG,6,P,1,1,Good Standing
S0037220,2025FA,PBIO,UG,12,F,1,1,Academic Warning
S0018482,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0023671,2025FA,PMATH,UG,12,F,1,1,Academic Warning
S0030388,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0032815,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0024083,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0020771,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0030741,2025FA,PENG,UG,15,F,1,1,Good Standing
S0039401,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0033015,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0010397,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0036309,2025FA,PEDU,UG,15,F,1,1,Academic Warning
S0027247,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037766,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0026448,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0001233,2025FA,PENG,UG,15,F,1,1,Good Standing
S0028712,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0017949,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0028325,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0039971,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0031133,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0030859,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0010463,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0037340,2025FA,PENG,UG,15,F,1,1,Good Standing
S0004501,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0025991,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0033850,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0030516,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0037830,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038052,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0023197,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0032135,2025FA,PENG,UG,15,F,1,1,Good Standing
S0032193,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0033496,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0022511,2025FA,PMATH,UG,6,P,1,1,Academic Warning
S0028694,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0036983,2025FA,PCRJ,UG,12,F,1,1,Academic Warning
S0017090,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0039508,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0040335,2025FA,PENG,UG,6,P,1,1,Good Standing
S0037875,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0039618,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0033009,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0039535,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0005840,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0038149,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0037887,2025FA,PGEN,UG,12,F,1,1,Academic Warning
S0035583,2025FA,PENG,UG,15,F,1,1,Good Standing
S0026217,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0007872,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0037901,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0004140,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0035888,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0032166,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0029245,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0034213,2025FA,PENG,UG,15,F,1,1,Good Standing
S0009513,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0038779,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0010214,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0013241,2025FA,PEDU,UG,6,P,1,1,Academic Warning
S0040533,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0027449,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0003982,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0040184,2025FA,PENG,UG,15,F,1,1,Good Standing
S0036689,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0038818,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0004804,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0021857,2025FA,PEDU,UG,15,F,1,1,Academic Warning
S0032118,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0008197,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0006262,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0028705,2025FA,PENG,UG,15,F,1,1,Good Standing
S0033944,2025FA,PBIO,UG,12,F,1,1,Academic Warning
S0040616,2025FA,PBUS,UG,15,F,1,1,Academic Warning
S0012041,2025FA,PMATH,UG,6,P,1,1,Academic Warning
S0016217,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0031868,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0032943,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0030664,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0039857,2025FA,PENG,UG,6,P,1,1,Good Standing
S0015220,2025FA,PBIO,UG,12,F,1,1,Academic Warning
S0036213,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0036313,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0021047,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0021477,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0039816,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0012282,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0001990,2025FA,PENG,UG,15,F,1,1,Good Standing
S0023408,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0030454,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0016849,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0024091,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0033491,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0009137,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0033082,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0031441,2025FA,PENG,UG,15,F,1,1,Good Standing
S0029098,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0001965,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0038752,2025FA,PMATH,UG,12,F,1,1,Academic Warning
S0006955,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0032936,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0000949,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0036164,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0031853,2025FA,PENG,UG,15,F,1,1,Good Standing
S0012012,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0027185,2025FA,PBUS,UG,15,F,1,1,Academic Warning
S0023145,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0028903,2025FA,PEDU,UG,15,F,1,1,Academic Warning
S0026901,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0000474,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0033772,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0032283,2025FA,PENG,UG,15,F,1,1,Good Standing
S0040256,2025FA,PBIO,UG,12,F,1,1,Academic Warning
S0032704,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0040396,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0018445,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0027943,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0022545,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0035455,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0017414,2025FA,PENG,UG,6,P,1,1,Good Standing
S0036712,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0029233,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0040044,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0031851,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0001502,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0020846,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0029361,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0033544,2025FA,PENG,UG,15,F,1,1,Academic Warning
S0035813,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0026278,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0039815,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0030857,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0035585,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0006936,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0029091,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0027465,2025FA,PENG,UG,15,F,1,1,Good Standing
S0033506,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0008972,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0036920,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0026420,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0027524,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0026013,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0033994,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0014180,2025FA,PENG,UG,15,F,1,1,Good Standing
S0019704,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0035661,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0007542,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0002035,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0032840,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0031521,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0013194,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0026360,2025FA,PENG,UG,15,F,1,1,Academic Warning
S0029047,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0031829,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0035530,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0040447,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0033317,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0036154,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0011732,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0026753,2025FA,PENG,UG,6,P,1,1,Good Standing
S0001804,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0038516,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0033341,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0013664,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0022202,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0028185,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0035399,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0003550,2025FA,PENG,UG,15,F,1,1,Good Standing
S0012907,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0040081,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0033203,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0038971,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0021750,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0001589,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0037553,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0015286,2025FA,PENG,UG,15,F,1,1,Good Standing
S0038239,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0026468,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0030314,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0033911,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0021288,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038769,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0040352,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0035590,2025FA,PENG,UG,15,F,1,1,Good Standing
S0037469,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0022587,2025FA,PBUS,UG,15,F,1,1,Academic Warning
S0037865,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0016856,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0038283,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0017931,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0038743,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0005711,2025FA,PENG,UG,15,F,1,1,Good Standing
S0032587,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0035996,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0022989,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0018331,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0032357,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038337,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0028860,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0017147,2025FA,PENG,UG,6,P,1,1,Good Standing
S0017533,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0039845,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0039384,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0016667,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0033830,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0031016,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0000618,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0018871,2025FA,PENG,UG,15,F,1,1,Good Standing
S0012736,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0018529,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0023779,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0023790,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0005723,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0037982,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0004026,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0034142,2025FA,PENG,UG,15,F,1,1,Good Standing
S0021903,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0022732,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0033764,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0011827,2025FA,PEDU,UG,6,P,1,1,Good Standing
S0036503,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0027488,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0028487,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0021629,2025FA,PENG,UG,15,F,1,1,Good Standing
S0032782,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0032702,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0037679,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0002024,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0034416,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0014187,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0035243,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0039444,2025FA,PENG,UG,15,F,1,1,Good Standing
S0039842,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0013056,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0003683,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0038528,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0010758,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0038899,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0035771,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0028588,2025FA,PENG,UG,6,P,1,1,Good Standing
S0010765,2025FA,PBIO,UG,12,F,1,1,Academic Warning
S0015009,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0033206,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0009828,2025FA,PEDU,UG,15,F,1,1,Academic Warning
S0030923,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0040605,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0030389,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0038809,2025FA,PENG,UG,15,F,1,1,Good Standing
S0002082,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0009888,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0017340,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0037966,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0009298,2025FA,PCRJ,UG,12,F,1,1,Academic Warning
S0017403,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0027132,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0027043,2025FA,PENG,UG,15,F,1,1,Good Standing
S0038032,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0009671,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0001943,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0040162,2025FA,PEDU,UG,6,P,1,1,Academic Warning
S0031296,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0005006,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0018881,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0039164,2025FA,PENG,UG,15,F,1,1,Good Standing
S0014055,2025FA,PBIO,UG,6,P,1,1,Good Standing
S0023746,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0037222,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0005809,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0039961,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0019714,2025FA,PPSY,UG,6,P,1,1,Good Standing
S0023513,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0037818,2025FA,PENG,UG,15,F,1,1,Good Standing
S0040527,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0029552,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0019703,2025FA,PMATH,UG,6,P,1,1,Good Standing
S0033914,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0001194,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0040424,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0026095,2025FA,PGEN,UG,12,F,1,1,Good Standing
S0035515,2025FA,PENG,UG,6,P,1,1,Good Standing
S0021499,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0003027,2025FA,PBUS,UG,15,F,1,1,Good Standing
S0020723,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0013927,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0023785,2025FA,PCRJ,UG,6,P,1,1,Good Standing
S0035143,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0035125,2025FA,PGEN,UG,12,F,1,1,Academic Warning
S0032915,2025FA,PENG,UG,15,F,1,1,Good Standing
S0014298,2025FA,PBIO,UG,12,F,1,1,Good Standing
S0004799,2025FA,PBUS,UG,6,P,1,1,Good Standing
S0029384,2025FA,PMATH,UG,12,F,1,1,Good Standing
S0038816,2025FA,PEDU,UG,15,F,1,1,Good Standing
S0023755,2025FA,PCRJ,UG,12,F,1,1,Good Standing
S0035392,2025FA,PPSY,UG,15,F,1,1,Good Standing
S0039243,2025FA,PGEN,UG,6,P,1,1,Good Standing
S0032630,2025FA,PENG,UG,15,F,1,1,Good Standing
S0025576,2025FA,PBIO,UG,12,F,1,1,Good Standing
