student_id,birth_year,gender,race_ethnicity,residency,first_generation,pell_eligible,entry_term_id,entry_type,degree_seeking,ftft_cohort_term_id,primary_program_id
S0037618,1987,Unknown,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037619,1986,Woman,Native Hawaiian or Other Pacific Islander,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037620,2003,Woman,Black or African American,Out-of-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037621,2003,Nonbinary,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PBIO
S0037622,1978,Unknown,Hispanic or Latino,In-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037623,1995,Man,American Indian or Alaska Native,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037624,2000,Woman,Hispanic or Latino,Out-of-state,1,0,2025FA,First-time,1,2025FA,PGEN
S0037625,2003,Woman,Black or African American,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037626,1989,Man,Nonresident,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037627,1988,Unknown,American Indian or Alaska Native,In-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037628,2002,Unknown,American Indian or Alaska Native,International,0,1,2025FA,First-time,1,2025FA,PGEN
S0037629,1979,Nonbinary,Two or more races,Out-of-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037630,1984,Man,Two or more races,International,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037631,2006,Woman,Nonresident,In-state,1,1,2025FA,First-time,1,2025FA,PMATH
S0037632,1980,Unknown,White,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037633,1984,Man,Asian,In-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037634,2006,Woman,American Indian or Alaska Native,In-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037635,1978,Woman,White,Out-of-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037636,2006,Nonbinary,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037637,1981,Man,Nonresident,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037638,1985,Man,Black or African American,International,0,1,2025FA,First-time,1,2025FA,PENG
S0037639,2005,Man,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037640,1983,Unknown,White,International,1,0,2025FA,First-time,1,2025FA,PGEN
S0037641,1990,Man,American Indian or Alaska Native,International,1,0,2025FA,First-time,1,2025FA,PBUS
S0037642,1990,Unknown,Black or African American,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037643,1995,Woman,Hispanic or Latino,International,1,1,2025FA,First-time,1,2025FA,PBIO
S0037644,1987,Unknown,White,In-state,1,1,2025FA,First-time,1,2025FA,PENG
S0037645,1993,Nonbinary,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037646,1984,Nonbinary,American Indian or Alaska Native,Out-of-state,1,1,2025FA,First-time,1,2025FA,PPSY
S0037647,1983,Woman,Black or African American,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037648,1989,Man,White,In-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037649,1984,Woman,White,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037650,1996,Man,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037651,1981,Unknown,Nonresident,In-state,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037652,2006,Man,Asian,In-state,1,0,2025FA,First-time,1,2025FA,PEDU
S0037653,1993,Woman,Two or more races,Out-of-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037654,2002,Woman,American Indian or Alaska Native,International,1,0,2025FA,First-time,1,2025FA,PEDU
S0037655,1986,Man,Nonresident,In-state,1,1,2025FA,First-time,1,2025FA,PMATH
S0037656,2001,Unknown,Hispanic or Latino,In-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037657,2006,Unknown,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PEDU
S0037658,1994,Unknown,Nonresident,In-state,0,1,2025FA,First-time,1,2025FA,PENG
S0037659,2003,Unknown,White,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037660,1992,Woman,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PEDU
S0037661,1996,Woman,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037662,2006,Nonbinary,White,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037663,1989,Nonbinary,Hispanic or Latino,International,1,0,2025FA,First-time,1,2025FA,PMATH
S0037664,1979,Nonbinary,White,In-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037665,1993,Unknown,Hispanic or Latino,In-state,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037666,1988,Man,Asian,In-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037667,1989,Nonbinary,White,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037668,1992,Unknown,Two or more races,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037669,1999,Unknown,American Indian or Alaska Native,In-state,1,0,2025FA,First-time,1,2025FA,PMATH
S0037670,1982,Woman,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PEDU
S0037671,2003,Nonbinary,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037672,1995,Unknown,Asian,Out-of-state,1,1,2025FA,First-time,1,2025FA,PBIO
S0037673,1983,Nonbinary,Black or African American,International,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037674,2005,Nonbinary,Black or African American,International,1,0,2025FA,First-time,1,2025FA,PBIO
S0037675,1997,Woman,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PEDU
S0037676,1980,Man,Asian,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037677,1981,Nonbinary,Black or African American,International,0,1,2025FA,First-time,1,2025FA,PBUS
S0037678,1987,Woman,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PBIO
S0037679,1998,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037680,1998,Woman,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PEDU
S0037681,1988,Man,American Indian or Alaska Native,In-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037682,1984,Nonbinary,Asian,Out-of-state,1,1,2025FA,First-time,1,2025FA,PBUS
S0037683,2000,Woman,Nonresident,International,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037684,1999,Woman,Black or African American,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037685,1989,Unknown,Black or African American,In-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037686,1994,Unknown,Asian,Out-of-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037687,1998,Woman,American Indian or Alaska Native,Out-of-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037688,2001,Nonbinary,Asian,In-state,1,1,2025FA,First-time,1,2025FA,PEDU
S0037689,1980,Unknown,Two or more races,Out-of-state,1,0,2025FA,First-time,1,2025FA,PBUS
S0037690,2003,Nonbinary,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037691,1998,Nonbinary,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PEDU
S0037692,2002,Man,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037693,2006,Woman,Two or more races,International,1,1,2025FA,First-time,1,2025FA,PGEN
S0037694,2001,Nonbinary,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037695,1990,Unknown,American Indian or Alaska Native,In-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037696,1991,Nonbinary,Nonresident,Out-of-state,1,1,2025FA,First-time,1,2025FA,PMATH
S0037697,1988,Unknown,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037698,1996,Nonbinary,Nonresident,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037699,1996,Unknown,White,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037700,1995,Woman,American Indian or Alaska Native,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037701,2000,Man,Hispanic or Latino,International,1,0,2025FA,First-time,1,2025FA,PEDU
S0037702,2001,Unknown,Asian,Out-of-state,1,1,2025FA,First-time,1,2025FA,PMATH
S0037703,1989,Man,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037704,2005,Woman,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037705,1981,Woman,Nonresident,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037706,1986,Nonbinary,Black or African American,In-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037707,1985,Nonbinary,Two or more races,In-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037708,1999,Unknown,White,International,1,0,2025FA,First-time,1,2025FA,PENG
S0037709,1985,Man,Hispanic or Latino,Out-of-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037710,2006,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037711,1985,Man,Asian,In-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037712,1990,Unknown,Two or more races,In-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037713,1986,Nonbinary,Asian,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037714,2005,Woman,Two or more races,International,1,0,2025FA,First-time,1,2025FA,PBIO
S0037715,2002,Unknown,Nonresident,International,1,1,2025FA,First-time,1,2025FA,PBUS
S0037716,1993,Woman,Two or more races,In-state,1,0,2025FA,First-time,1,2025FA,PGEN
S0037717,1995,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037718,1991,Unknown,Two or more races,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037719,1998,Woman,Hispanic or Latino,International,1,0,2025FA,First-time,1,2025FA,PBUS
S0037720,1996,Man,American Indian or Alaska Native,In-state,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037721,1991,Nonbinary,White,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037722,1984,Man,White,International,0,0,2025FA,First-time,1,2025FA,PBIO
S0037723,1983,Woman,White,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037724,1997,Unknown,Native Hawaiian or Other Pacific Islander,International,0,1,2025FA,First-time,1,2025FA,PEDU
S0037725,1998,Nonbinary,Black or African American,In-state,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037726,1978,Nonbinary,Hispanic or Latino,In-state,0,1,2025FA,First-time,1,2025FA,PMATH
S0037727,1990,Unknown,White,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037728,1979,Unknown,Nonresident,In-state,1,0,2025FA,First-time,1,2025FA,PGEN
S0037729,1995,Woman,White,International,1,0,2025FA,First-time,1,2025FA,PPSY
S0037730,1998,Man,American Indian or Alaska Native,International,1,0,2025FA,First-time,1,2025FA,PEDU
S0037731,1981,Man,Hispanic or Latino,In-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037732,1989,Unknown,Hispanic or Latino,Out-of-state,1,0,2025FA,First-time,1,2025FA,PGEN
S0037733,1996,Nonbinary,American Indian or Alaska Native,International,0,0,2025FA,First-time,1,2025FA,PBUS
S0037734,1988,Nonbinary,White,Out-of-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037735,1992,Nonbinary,American Indian or Alaska Native,International,1,0,2025FA,First-time,1,2025FA,PPSY
S0037736,1997,Unknown,Nonresident,International,1,0,2025FA,First-time,1,2025FA,PPSY
S0037737,1980,Woman,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037738,1983,Woman,Nonresident,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037739,1985,Woman,Two or more races,Out-of-state,1,1,2025FA,First-time,1,2025FA,PEDU
S0037740,1993,Unknown,Nonresident,In-state,0,1,2025FA,First-time,1,2025FA,PENG
S0037741,1991,Woman,Hispanic or Latino,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037742,1980,Nonbinary,Hispanic or Latino,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037743,1978,Woman,Two or more races,In-state,0,0,2025FA,First-time,1,2025FA,PCRJ
S0037744,1996,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037745,1984,Unknown,White,In-state,0,1,2025FA,First-time,1,2025FA,PBUS
S0037746,1984,Woman,Two or more races,International,0,0,2025FA,First-time,1,2025FA,PBUS
S0037747,1979,Unknown,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PGEN
S0037748,1996,Nonbinary,Black or African American,International,0,1,2025FA,First-time,1,2025FA,PMATH
S0037749,1989,Man,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037750,1979,Unknown,White,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037751,1979,Man,Asian,In-state,1,0,2025FA,First-time,1,2025FA,PEDU
S0037752,2001,Man,White,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037753,1980,Man,Black or African American,In-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037754,1995,Woman,White,International,0,1,2025FA,First-time,1,2025FA,PBUS
S0037755,1984,Man,Hispanic or Latino,International,0,1,2025FA,First-time,1,2025FA,PPSY
S0037756,1981,Nonbinary,White,Out-of-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037757,2003,Woman,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037758,1998,Man,American Indian or Alaska Native,Out-of-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037759,1978,Woman,Nonresident,In-state,0,1,2025FA,First-time,1,2025FA,PBUS
S0037760,1996,Man,Asian,Out-of-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037761,1986,Woman,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037762,2005,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037763,1989,Nonbinary,Native Hawaiian or Other Pacific Islander,Out-of-state,0,1,2025FA,First-time,1,2025FA,PMATH
S0037764,2003,Nonbinary,Two or more races,In-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037765,1999,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037766,1985,Nonbinary,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037767,1982,Nonbinary,Asian,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037768,2002,Unknown,American Indian or Alaska Native,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037769,1997,Woman,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037770,1986,Nonbinary,Nonresident,In-state,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037771,1980,Unknown,White,Out-of-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037772,1981,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037773,2004,Nonbinary,Hispanic or Latino,International,1,0,2025FA,First-time,1,2025FA,PGEN
S0037774,1986,Unknown,American Indian or Alaska Native,Out-of-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037775,1994,Woman,White,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037776,1989,Man,White,International,1,1,2025FA,First-time,1,2025FA,PBUS
S0037777,1996,Woman,Two or more races,Out-of-state,1,0,2025FA,First-time,1,2025FA,PPSY
S0037778,2004,Man,Asian,In-state,1,0,2025FA,First-time,1,2025FA,PEDU
S0037779,1982,Man,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PBIO
S0037780,1983,Unknown,Black or African American,Out-of-state,0,1,2025FA,First-time,1,2025FA,PBUS
S0037781,2001,Unknown,White,In-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037782,1983,Man,Black or African American,In-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037783,1987,Unknown,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037784,1991,Man,Asian,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037785,1995,Nonbinary,Hispanic or Latino,Out-of-state,1,1,2025FA,First-time,1,2025FA,PENG
S0037786,2004,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037787,1985,Unknown,American Indian or Alaska Native,Out-of-state,1,1,2025FA,First-time,1,2025FA,PEDU
S0037788,2002,Woman,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037789,1979,Unknown,White,In-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037790,1996,Unknown,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037791,1982,Man,Asian,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037792,1984,Man,Native Hawaiian or Other Pacific Islander,International,1,0,2025FA,First-time,1,2025FA,PGEN
S0037793,1999,Woman,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PPSY
S0037794,1984,Woman,Hispanic or Latino,In-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037795,2004,Nonbinary,Hispanic or Latino,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037796,2003,Nonbinary,,In-state,0,1,2025FA,First-time,1,2025FA,PBUS
S0037797,1990,Man,American Indian or Alaska Native,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037798,1983,Unknown,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037799,1979,Nonbinary,American Indian or Alaska Native,In-state,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037800,1983,Man,Black or African American,Out-of-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037801,1980,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,1,1,2025FA,First-time,1,2025FA,PBUS
S0037802,1988,Unknown,Asian,Out-of-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037803,1999,Man,Hispanic or Latino,Out-of-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037804,1992,Nonbinary,Hispanic or Latino,Out-of-state,0,1,2025FA,First-time,1,2025FA,PENG
S0037805,1978,Nonbinary,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037806,1981,Nonbinary,White,International,0,1,2025FA,First-time,1,2025FA,PPSY
S0037807,1999,Unknown,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037808,1981,Woman,Two or more races,Out-of-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037809,1982,Woman,Nonresident,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037810,1990,Man,Nonresident,In-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037811,2005,Unknown,Two or more races,In-state,1,1,2025FA,First-time,1,2025FA,PENG
S0037812,1987,Man,White,Out-of-state,0,0,2025FA,First-time,1,2025FA,PEDU
S0037813,2006,Man,Black or African American,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037814,2005,Man,Asian,In-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037815,2004,Woman,Asian,International,0,0,2025FA,First-time,1,2025FA,PBUS
S0037816,1988,Nonbinary,Black or African American,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037817,1988,Nonbinary,White,International,1,1,2025FA,First-time,1,2025FA,PBIO
S0037818,1983,Nonbinary,White,Out-of-state,1,1,2025FA,First-time,1,2025FA,PBIO
S0037819,1987,Unknown,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037820,2000,Unknown,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037821,1985,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037822,1989,Woman,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037823,1981,Man,Two or more races,International,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037824,2005,Unknown,Asian,International,0,1,2025FA,First-time,1,2025FA,PGEN
S0037825,1989,Man,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037826,1978,Unknown,American Indian or Alaska Native,International,0,0,2025FA,First-time,1,2025FA,PBUS
S0037827,1988,Woman,Black or African American,Out-of-state,0,1,2025FA,First-time,1,2025FA,PENG
S0037828,1982,Nonbinary,,Out-of-state,1,0,2025FA,First-time,1,2025FA,PMATH
S0037829,1978,Man,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037830,1981,Nonbinary,Nonresident,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037831,2000,Man,Hispanic or Latino,Out-of-state,0,1,2025FA,First-time,1,2025FA,PMATH
S0037832,1979,Man,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037833,1987,Unknown,American Indian or Alaska Native,International,1,0,2025FA,First-time,1,2025FA,PMATH
S0037834,1980,Nonbinary,Hispanic or Latino,In-state,1,1,2025FA,First-time,1,2025FA,PBUS
S0037835,2000,Unknown,Two or more races,In-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037836,1980,Unknown,Two or more races,International,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037837,2002,Woman,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PBUS
S0037838,1999,Man,Two or more races,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037839,2001,Nonbinary,Nonresident,In-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037840,1984,Nonbinary,Asian,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037841,1994,Man,Nonresident,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037842,1998,Unknown,Nonresident,Out-of-state,0,1,2025FA,First-time,1,2025FA,PGEN
S0037843,1988,Unknown,Hispanic or Latino,Out-of-state,0,0,2025FA,First-time,1,2025FA,PPSY
S0037844,2005,Man,Two or more races,International,0,0,2025FA,First-time,1,2025FA,PENG
S0037845,2004,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2025FA,First-time,1,2025FA,PBUS
S0037846,1997,Unknown,Nonresident,International,1,0,2025FA,First-time,1,2025FA,PBIO
S0037847,1978,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2025FA,First-time,1,2025FA,PBUS
S0037848,2005,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037849,1990,Woman,Hispanic or Latino,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037850,1988,Nonbinary,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PENG
S0037851,1979,Nonbinary,Black or African American,International,0,1,2025FA,First-time,1,2025FA,PENG
S0037852,1986,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037853,2005,Woman,American Indian or Alaska Native,Out-of-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037854,1989,Unknown,Nonresident,International,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037855,1992,Man,Asian,In-state,1,0,2025FA,First-time,1,2025FA,PBIO
S0037856,1980,Unknown,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037857,2005,Woman,Asian,In-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037858,1983,Nonbinary,White,In-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037859,1989,Man,Native Hawaiian or Other Pacific Islander,In-state,1,0,2025FA,First-time,1,2025FA,PENG
S0037860,1988,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,0,1,2025FA,First-time,1,2025FA,PENG
S0037861,1998,Woman,Asian,In-state,1,0,2025FA,First-time,1,2025FA,PGEN
S0037862,1987,Woman,Black or African American,Out-of-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037863,1998,Man,,In-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037864,1989,Nonbinary,American Indian or Alaska Native,In-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037865,1980,Woman,Native Hawaiian or Other Pacific Islander,International,0,1,2025FA,First-time,1,2025FA,PCRJ
S0037866,1985,Nonbinary,American Indian or Alaska Native,International,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037867,1989,Unknown,Asian,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037868,1999,Man,American Indian or Alaska Native,International,0,1,2025FA,First-time,1,2025FA,PENG
S0037869,1999,Man,Native Hawaiian or Other Pacific Islander,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037870,1982,Woman,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBIO
S0037871,1984,Woman,Nonresident,Out-of-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037872,1985,Man,Black or African American,Out-of-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037873,2003,Man,Two or more races,Out-of-state,0,0,2025FA,First-time,1,2025FA,PGEN
S0037874,1983,Nonbinary,Two or more races,In-state,1,1,2025FA,First-time,1,2025FA,PEDU
S0037875,1989,Nonbinary,Nonresident,In-state,1,0,2025FA,First-time,1,2025FA,PMATH
S0037876,2004,Nonbinary,Hispanic or Latino,International,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037877,1995,Man,Hispanic or Latino,Out-of-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037878,2006,Unknown,Asian,International,0,0,2025FA,First-time,1,2025FA,PBIO
S0037879,1998,Unknown,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PGEN
S0037880,1985,Woman,White,In-state,0,0,2025FA,First-time,1,2025FA,PMATH
S0037881,1994,Woman,Two or more races,International,0,0,2025FA,First-time,1,2025FA,PGEN
S0037882,1992,Nonbinary,Black or African American,Out-of-state,0,1,2025FA,First-time,1,2025FA,PBUS
S0037883,1996,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2025FA,First-time,1,2025FA,PENG
S0037884,1981,Unknown,Black or African American,International,0,0,2025FA,First-time,1,2025FA,PMATH
S0037885,2006,Unknown,White,Out-of-state,0,1,2025FA,First-time,1,2025FA,PPSY
S0037886,1997,Woman,American Indian or Alaska Native,In-state,1,0,2025FA,First-time,1,2025FA,PEDU
S0037887,1987,Man,Nonresident,In-state,1,1,2025FA,First-time,1,2025FA,PCRJ
S0037888,1978,Nonbinary,Hispanic or Latino,In-state,0,1,2025FA,First-time,1,2025FA,PEDU
S0037889,1986,Man,Two or more races,International,0,1,2025FA,First-time,1,2025FA,PGEN
S0037890,1984,Man,American Indian or Alaska Native,International,1,1,2025FA,First-time,1,2025FA,PPSY
S0037891,2002,Nonbinary,American Indian or Alaska Native,In-state,1,0,2025FA,First-time,1,2025FA,PCRJ
S0037892,1978,Unknown,White,International,0,0,2025FA,First-time,1,2025FA,PGEN
S0037893,1999,Woman,American Indian or Alaska Native,In-state,0,0,2025FA,First-time,1,2025FA,PBUS
S0037894,1984,Unknown,Two or more races,International,0,0,2025FA,First-time,1,2025FA,PPSY
S0037895,1979,Woman,Native Hawaiian or Other Pacific Islander,In-state,1,0,2025FA,First-time,1,2025FA,PENG
