aid_record_id,student_id,term_id,aid_year,pell_eligible,pell_recipient,pell_amount,federal_loan_recipient,federal_loan_amount
AID2025-016747,S0001000,2025FA,2025-26,1,1,7395,1,5500
AID2025-016748,S0030583,2025FA,2025-26,0,0,0,0,0
AID2025-016749,S0014115,2025FA,2025-26,0,0,0,0,0
AID2025-016750,S0036198,2025FA,2025-26,0,0,0,1,5500
AID2025-016751,S0028772,2025FA,2025-26,1,1,7395,0,0
AID2025-016752,S0005475,2025FA,2025-26,1,0,0,0,0
AID2025-016753,S0025437,2025FA,2025-26,0,0,0,1,5500
AID2025-016754,S0037333,2025FA,2025-26,0,0,0,0,0
AID2025-016755,S0015438,2025FA,2025-26,0,0,0,0,0
AID2025-016756,S0036996,2025FA,2025-26,0,0,0,1,5500
AID2025-016757,S0012499,2025FA,2025-26,0,0,0,0,0
AID2025-016758,S0032998,2025FA,2025-26,0,0,0,0,0
AID2025-016759,S0035787,2025FA,2025-26,0,0,0,1,5500
AID2025-016760,S0035499,2025FA,2025-26,0,0,0,0,0
AID2025-016761,S0018306,2025FA,2025-26,0,0,0,0,0
AID2025-016762,S0008604,2025FA,2025-26,0,0,0,1,5500
AID2025-016763,S0039498,2025FA,2025-26,0,0,0,0,0
AID2025-016764,S0030471,2025FA,2025-26,1,1,7395,0,0
AID2025-016765,S0037574,2025FA,2025-26,0,0,0,1,5500
AID2025-016766,S0028451,2025FA,2025-26,0,0,0,0,0
AID2025-016767,S0016577,2025FA,2025-26,1,1,7395,0,0
AID2025-016768,S0013050,2025FA,2025-26,0,0,0,1,5500
AID2025-016769,S0039308,2025FA,2025-26,0,0,0,0,0
AID2025-016770,S0034313,2025FA,2025-26,0,0,0,0,0
AID2025-016771,S0021403,2025FA,2025-26,1,1,7395,1,5500
AID2025-016772,S0037192,2025FA,2025-26,0,0,0,0,0
AID2025-016773,S0039747,2025FA,2025-26,0,0,0,0,0
AID2025-016774,S0016883,2025FA,2025-26,0,0,0,1,5500
AID2025-016775,S0011579,2025FA,2025-26,0,0,0,0,0
AID2025-016776,S0039347,2025FA,2025-26,0,0,0,0,0
AID2025-016777,S0007123,2025FA,2025-26,0,0,0,1,5500
AID2025-016778,S0004606,2025FA,2025-26,0,0,0,0,0
AID2025-016779,S0035338,2025FA,2025-26,0,0,0,0,0
AID2025-016780,S0031154,2025FA,2025-26,1,0,0,1,5500
AID2025-016781,S0001089,2025FA,2025-26,0,0,0,0,0
AID2025-016782,S0022018,2025FA,2025-26,0,0,0,0,0
AID2025-016783,S0018234,2025FA,2025-26,0,0,0,1,5500
AID2025-016784,S0000974,2025FA,2025-26,0,0,0,0,0
AID2025-016785,S0035122,2025FA,2025-26,0,0,0,0,0
AID2025-016786,S0032231,2025FA,2025-26,0,0,0,1,5500
AID2025-016787,S0023317,2025FA,2025-26,1,0,0,0,0
AID2025-016788,S0014598,2025FA,2025-26,0,0,0,0,0
AID2025-016789,S0039777,2025FA,2025-26,0,0,0,1,5500
AID2025-016790,S0033643,2025FA,2025-26,0,0,0,0,0
AID2025-016791,S0006915,2025FA,2025-26,1,1,7395,0,0
AID2025-016792,S0038940,2025FA,2025-26,0,0,0,1,5500
AID2025-016793,S0025724,2025FA,2025-26,1,1,7395,0,0
AID2025-016794,S0027129,2025FA,2025-26,1,0,0,0,0
AID2025-016795,S0039333,2025FA,2025-26,1,1,7395,1,5500
AID2025-016796,S0039718,2025FA,2025-26,0,0,0,0,0
AID2025-016797,S0028307,2025FA,2025-26,0,0,0,0,0
AID2025-016798,S0036766,2025FA,2025-26,0,0,0,1,5500
AID2025-016799,S0033805,2025FA,2025-26,1,1,7395,0,0
AID2025-016800,S0018814,2025FA,2025-26,0,0,0,0,0
AID2025-016801,S0013773,2025FA,2025-26,1,0,0,1,5500
AID2025-016802,S0035193,2025FA,2025-26,0,0,0,0,0
AID2025-016803,S0031655,2025FA,2025-26,0,0,0,0,0
AID2025-016804,S0021944,2025FA,2025-26,1,1,7395,1,5500
AID2025-016805,S0039162,2025FA,2025-26,0,0,0,0,0
AID2025-016806,S0006977,2025FA,2025-26,0,0,0,0,0
AID2025-016807,S0040526,2025FA,2025-26,0,0,0,1,5500
AID2025-016808,S0022851,2025FA,2025-26,1,0,0,0,0
AID2025-016809,S0000117,2025FA,2025-26,0,0,0,0,0
AID2025-016810,S0013296,2025FA,2025-26,1,1,7395,1,5500
AID2025-016811,S0020665,2025FA,2025-26,0,0,0,0,0
AID2025-016812,S0038184,2025FA,2025-26,0,0,0,0,0
AID2025-016813,S0027633,2025FA,2025-26,0,0,0,1,5500
AID2025-016814,S0023039,2025FA,2025-26,0,0,0,0,0
AID2025-016815,S0037259,2025FA,2025-26,0,0,0,0,0
AID2025-016816,S0038318,2025FA,2025-26,1,1,7395,1,5500
AID2025-016817,S0035168,2025FA,2025-26,1,1,7395,0,0
AID2025-016818,S0036213,2025FA,2025-26,0,0,0,0,0
AID2025-016819,S0022470,2025FA,2025-26,0,0,0,1,5500
AID2025-016820,S0005289,2025FA,2025-26,1,1,7395,0,0
AID2025-016821,S0012735,2025FA,2025-26,1,1,7395,0,0
AID2025-016822,S0009512,2025FA,2025-26,1,0,0,1,5500
AID2025-016823,S0039272,2025FA,2025-26,0,0,0,0,0
AID2025-016824,S0018098,2025FA,2025-26,0,0,0,0,0
AID2025-016825,S0032644,2025FA,2025-26,1,1,7395,1,5500
AID2025-016826,S0031149,2025FA,2025-26,0,0,0,0,0
AID2025-016827,S0011092,2025FA,2025-26,0,0,0,0,0
AID2025-016828,S0030430,2025FA,2025-26,0,0,0,1,5500
AID2025-016829,S0037152,2025FA,2025-26,0,0,0,0,0
AID2025-016830,S0021146,2025FA,2025-26,0,0,0,0,0
AID2025-016831,S0028284,2025FA,2025-26,1,1,7395,1,5500
AID2025-016832,S0028349,2025FA,2025-26,1,1,7395,0,0
AID2025-016833,S0037887,2025FA,2025-26,1,1,7395,0,0
AID2025-016834,S0036118,2025FA,2025-26,0,0,0,1,5500
AID2025-016835,S0038095,2025FA,2025-26,1,1,7395,0,0
AID2025-016836,S0001455,2025FA,2025-26,0,0,0,0,0
AID2025-016837,S0017252,2025FA,2025-26,0,0,0,1,5500
AID2025-016838,S0027580,2025FA,2025-26,0,0,0,0,0
AID2025-016839,S0035979,2025FA,2025-26,1,1,7395,0,0
AID2025-016840,S0040269,2025FA,2025-26,0,0,0,1,5500
AID2025-016841,S0039516,2025FA,2025-26,0,0,0,0,0
AID2025-016842,S0037622,2025FA,2025-26,0,0,0,0,0
AID2025-016843,S0038452,2025FA,2025-26,0,0,0,1,5500
AID2025-016844,S0034264,2025FA,2025-26,0,0,0,0,0
AID2025-016845,S0032901,2025FA,2025-26,0,0,0,0,0
AID2025-016846,S0037830,2025FA,2025-26,0,0,0,1,5500
AID2025-016847,S0022197,2025FA,2025-26,1,1,7395,0,0
AID2025-016848,S0004695,2025FA,2025-26,1,1,7395,0,0
AID2025-016849,S0001842,2025FA,2025-26,1,1,7395,1,5500
AID2025-016850,S0018550,2025FA,2025-26,0,0,0,0,0
AID2025-016851,S0018222,2025FA,2025-26,0,0,0,0,0
AID2025-016852,S0039090,2025FA,2025-26,0,0,0,1,5500
AID2025-016853,S0036461,2025FA,2025-26,0,0,0,0,0
AID2025-016854,S0025669,2025FA,2025-26,0,0,0,0,0
AID2025-016855,S0014293,2025FA,2025-26,0,0,0,1,5500
AID2025-016856,S0035372,2025FA,2025-26,1,1,7395,0,0
AID2025-016857,S0003480,2025FA,2025-26,0,0,0,0,0
AID2025-016858,S0027903,2025FA,2025-26,1,1,7395,1,5500
AID2025-016859,S0015094,2025FA,2025-26,0,0,0,0,0
AID2025-016860,S0033134,2025FA,2025-26,1,1,7395,0,0
AID2025-016861,S0031453,2025FA,2025-26,0,0,0,1,5500
AID2025-016862,S0029424,2025FA,2025-26,1,1,7395,0,0
AID2025-016863,S0011790,2025FA,2025-26,1,1,7395,0,0
AID2025-016864,S0020800,2025FA,2025-26,0,0,0,1,5500
AID2025-016865,S0035135,2025FA,2025-26,0,0,0,0,0
AID2025-016866,S0040389,2025FA,2025-26,0,0,0,0,0
AID2025-016867,S0035299,2025FA,2025-26,0,0,0,1,5500
AID2025-016868,S0032535,2025FA,2025-26,0,0,0,0,0
AID2025-016869,S0007188,2025FA,2025-26,1,1,7395,0,0
AID2025-016870,S0037621,2025FA,2025-26,0,0,0,1,5500
AID2025-016871,S0014882,2025FA,2025-26,0,0,0,0,0
AID2025-016872,S0018291,2025FA,2025-26,0,0,0,0,0
AID2025-016873,S0010069,2025FA,2025-26,0,0,0,1,5500
AID2025-016874,S0040251,2025FA,2025-26,0,0,0,0,0
AID2025-016875,S0036958,2025FA,2025-26,0,0,0,0,0
AID2025-016876,S0013932,2025FA,2025-26,0,0,0,1,5500
AID2025-016877,S0039883,2025FA,2025-26,0,0,0,0,0
AID2025-016878,S0027411,2025FA,2025-26,1,0,0,0,0
AID2025-016879,S0026942,2025FA,2025-26,1,1,7395,1,5500
AID2025-016880,S0037856,2025FA,2025-26,0,0,0,0,0
AID2025-016881,S0013624,2025FA,2025-26,1,1,7395,0,0
AID2025-016882,S0013332,2025FA,2025-26,0,0,0,1,5500
AID2025-016883,S0038817,2025FA,2025-26,0,0,0,0,0
AID2025-016884,S0039929,2025FA,2025-26,0,0,0,0,0
AID2025-016885,S0032544,2025FA,2025-26,0,0,0,1,5500
AID2025-016886,S0033231,2025FA,2025-26,0,0,0,0,0
AID2025-016887,S0016538,2025FA,2025-26,0,0,0,0,0
AID2025-016888,S0039849,2025FA,2025-26,0,0,0,1,5500
AID2025-016889,S0020618,2025FA,2025-26,1,1,7395,0,0
AID2025-016890,S0031437,2025FA,2025-26,0,0,0,0,0
AID2025-016891,S0030405,2025FA,2025-26,0,0,0,1,5500
AID2025-016892,S0038323,2025FA,2025-26,0,0,0,0,0
AID2025-016893,S0024260,2025FA,2025-26,0,0,0,0,0
AID2025-016894,S0018411,2025FA,2025-26,0,0,0,1,5500
AID2025-016895,S0031867,2025FA,2025-26,0,0,0,0,0
AID2025-016896,S0038348,2025FA,2025-26,1,1,7395,0,0
AID2025-016897,S0005201,2025FA,2025-26,0,0,0,1,5500
AID2025-016898,S0016281,2025FA,2025-26,0,0,0,0,0
AID2025-016899,S0018948,2025FA,2025-26,1,0,0,0,0
AID2025-016900,S0029361,2025FA,2025-26,0,0,0,1,5500
AID2025-016901,S0026375,2025FA,2025-26,0,0,0,0,0
AID2025-016902,S0038333,2025FA,2025-26,0,0,0,0,0
AID2025-016903,S0039946,2025FA,2025-26,0,0,0,1,5500
AID2025-016904,S0021163,2025FA,2025-26,0,0,0,0,0
AID2025-016905,S0026981,2025FA,2025-26,0,0,0,0,0
AID2025-016906,S0030395,2025FA,2025-26,0,0,0,1,5500
AID2025-016907,S0036623,2025FA,2025-26,0,0,0,0,0
AID2025-016908,S0033060,2025FA,2025-26,0,0,0,0,0
AID2025-016909,S0033931,2025FA,2025-26,1,1,7395,1,5500
AID2025-016910,S0035133,2025FA,2025-26,1,1,7395,0,0
AID2025-016911,S0038282,2025FA,2025-26,1,1,7395,0,0
AID2025-016912,S0032174,2025FA,2025-26,0,0,0,1,5500
AID2025-016913,S0012144,2025FA,2025-26,0,0,0,0,0
AID2025-016914,S0015770,2025FA,2025-26,1,1,7395,0,0
AID2025-016915,S0018729,2025FA,2025-26,0,0,0,1,5500
AID2025-016916,S0023075,2025FA,2025-26,0,0,0,0,0
AID2025-016917,S0030635,2025FA,2025-26,0,0,0,0,0
AID2025-016918,S0026725,2025FA,2025-26,1,1,7395,1,5500
AID2025-016919,S0039504,2025FA,2025-26,0,0,0,0,0
AID2025-016920,S0033081,2025FA,2025-26,1,0,0,0,0
AID2025-016921,S0038848,2025FA,2025-26,0,0,0,1,5500
AID2025-016922,S0032814,2025FA,2025-26,0,0,0,0,0
AID2025-016923,S0039095,2025FA,2025-26,0,0,0,0,0
AID2025-016924,S0035701,2025FA,2025-26,0,0,0,1,5500
AID2025-016925,S0040367,2025FA,2025-26,1,1,7395,0,0
AID2025-016926,S0021958,2025FA,2025-26,0,0,0,0,0
AID2025-016927,S0038087,2025FA,2025-26,1,1,7395,1,5500
AID2025-016928,S0028406,2025FA,2025-26,1,1,7395,0,0
AID2025-016929,S0004773,2025FA,2025-26,1,1,7395,0,0
AID2025-016930,S0025994,2025FA,2025-26,0,0,0,1,5500
AID2025-016931,S0039392,2025FA,2025-26,0,0,0,0,0
AID2025-016932,S0027613,2025FA,2025-26,0,0,0,0,0
AID2025-016933,S0033340,2025FA,2025-26,0,0,0,1,5500
AID2025-016934,S0028360,2025FA,2025-26,0,0,0,0,0
AID2025-016935,S0039071,2025FA,2025-26,0,0,0,0,0
AID2025-016936,S0035570,2025FA,2025-26,0,0,0,1,5500
AID2025-016937,S0037659,2025FA,2025-26,0,0,0,0,0
AID2025-016938,S0037673,2025FA,2025-26,1,1,7395,0,0
AID2025-016939,S0033122,2025FA,2025-26,0,0,0,1,5500
AID2025-016940,S0029033,2025FA,2025-26,0,0,0,0,0
AID2025-016941,S0005696,2025FA,2025-26,0,0,0,0,0
AID2025-016942,S0019330,2025FA,2025-26,0,0,0,1,5500
AID2025-016943,S0019553,2025FA,2025-26,0,0,0,0,0
AID2025-016944,S0028310,2025FA,2025-26,0,0,0,0,0
AID2025-016945,S0001091,2025FA,2025-26,1,1,7395,1,5500
AID2025-016946,S0035399,2025FA,2025-26,0,0,0,0,0
AID2025-016947,S0032659,2025FA,2025-26,0,0,0,0,0
AID2025-016948,S0015059,2025FA,2025-26,1,0,0,1,5500
AID2025-016949,S0015265,2025FA,2025-26,0,0,0,0,0
AID2025-016950,S0036662,2025FA,2025-26,1,1,7395,0,0
AID2025-016951,S0009602,2025FA,2025-26,0,0,0,1,5500
AID2025-016952,S0017801,2025FA,2025-26,1,1,7395,0,0
AID2025-016953,S0038237,2025FA,2025-26,1,1,7395,0,0
AID2025-016954,S0014624,2025FA,2025-26,0,0,0,1,5500
AID2025-016955,S0008962,2025FA,2025-26,0,0,0,0,0
AID2025-016956,S0036401,2025FA,2025-26,1,1,7395,0,0
AID2025-016957,S0024321,2025FA,2025-26,0,0,0,1,5500
AID2025-016958,S0033032,2025FA,2025-26,0,0,0,0,0
AID2025-016959,S0028608,2025FA,2025-26,1,1,7395,0,0
AID2025-016960,S0038937,2025FA,2025-26,0,0,0,1,5500
AID2025-016961,S0012164,2025FA,2025-26,0,0,0,0,0
AID2025-016962,S0028056,2025FA,2025-26,1,0,0,0,0
AID2025-016963,S0028187,2025FA,2025-26,0,0,0,1,5500
AID2025-016964,S0003504,2025FA,2025-26,1,1,7395,0,0
AID2025-016965,S0022901,2025FA,2025-26,0,0,0,0,0
AID2025-016966,S0030638,2025FA,2025-26,0,0,0,1,5500
AID2025-016967,S0003478,2025FA,2025-26,0,0,0,0,0
AID2025-016968,S0035166,2025FA,2025-26,0,0,0,0,0
AID2025-016969,S0032943,2025FA,2025-26,0,0,0,1,5500
AID2025-016970,S0028388,2025FA,2025-26,0,0,0,0,0
AID2025-016971,S0018854,2025FA,2025-26,0,0,0,0,0
AID2025-016972,S0021514,2025FA,2025-26,0,0,0,1,5500
AID2025-016973,S0032868,2025FA,2025-26,0,0,0,0,0
AID2025-016974,S0039291,2025FA,2025-26,0,0,0,0,0
AID2025-016975,S0031360,2025FA,2025-26,0,0,0,1,5500
AID2025-016976,S0010537,2025FA,2025-26,1,0,0,0,0
AID2025-016977,S0035188,2025FA,2025-26,0,0,0,0,0
AID2025-016978,S0035455,2025FA,2025-26,0,0,0,1,5500
AID2025-016979,S0015187,2025FA,2025-26,0,0,0,0,0
AID2025-016980,S0028495,2025FA,2025-26,0,0,0,0,0
AID2025-016981,S0039379,2025FA,2025-26,1,1,7395,1,5500
AID2025-016982,S0028895,2025FA,2025-26,0,0,0,0,0
AID2025-016983,S0032279,2025FA,2025-26,0,0,0,0,0
AID2025-016984,S0023641,2025FA,2025-26,0,0,0,1,5500
AID2025-016985,S0032290,2025FA,2025-26,0,0,0,0,0
AID2025-016986,S0040612,2025FA,2025-26,0,0,0,0,0
AID2025-016987,S0017566,2025FA,2025-26,1,1,7395,1,5500
AID2025-016988,S0021504,2025FA,2025-26,0,0,0,0,0
AID2025-016989,S0033056,2025FA,2025-26,0,0,0,0,0
AID2025-016990,S0040565,2025FA,2025-26,0,0,0,1,5500
AID2025-016991,S0018317,2025FA,2025-26,1,1,7395,0,0
AID2025-016992,S0039647,2025FA,2025-26,0,0,0,0,0
AID2025-016993,S0010458,2025FA,2025-26,1,1,7395,1,5500
AID2025-016994,S0028167,2025FA,2025-26,0,0,0,0,0
AID2025-016995,S0040320,2025FA,2025-26,1,1,7395,0,0
AID2025-016996,S0032725,2025FA,2025-26,0,0,0,1,5500
AID2025-016997,S0038713,2025FA,2025-26,1,0,0,0,0
AID2025-016998,S0036680,2025FA,2025-26,0,0,0,0,0
AID2025-016999,S0038610,2025FA,2025-26,0,0,0,1,5500
AID2025-017000,S0033993,2025FA,2025-26,0,0,0,0,0
AID2025-017001,S0027208,2025FA,2025-26,0,0,0,0,0
AID2025-017002,S0015511,2025FA,2025-26,1,1,7395,1,5500
AID2025-017003,S0033780,2025FA,2025-26,1,1,7395,0,0
AID2025-017004,S0015020,2025FA,2025-26,0,0,0,0,0
AID2025-017005,S0030805,2025FA,2025-26,0,0,0,1,5500
AID2025-017006,S0024146,2025FA,2025-26,0,0,0,0,0
AID2025-017007,S0038394,2025FA,2025-26,0,0,0,0,0
AID2025-017008,S0030506,2025FA,2025-26,0,0,0,1,5500
AID2025-017009,S0029568,2025FA,2025-26,0,0,0,0,0
AID2025-017010,S0031877,2025FA,2025-26,1,1,7395,0,0
AID2025-017011,S0016127,2025FA,2025-26,1,0,0,1,5500
AID2025-017012,S0032269,2025FA,2025-26,0,0,0,0,0
AID2025-017013,S0028557,2025FA,2025-26,1,1,7395,0,0
AID2025-017014,S0038295,2025FA,2025-26,0,0,0,1,5500
AID2025-017015,S0004679,2025FA,2025-26,1,1,7395,0,0
AID2025-017016,S0036350,2025FA,2025-26,1,1,7395,0,0
AID2025-017017,S0028685,2025FA,2025-26,1,1,7395,1,5500
AID2025-017018,S0036864,2025FA,2025-26,0,0,0,0,0
AID2025-017019,S0035325,2025FA,2025-26,0,0,0,0,0
AID2025-017020,S0012125,2025FA,2025-26,0,0,0,1,5500
AID2025-017021,S0028491,2025FA,2025-26,0,0,0,0,0
AID2025-017022,S0033051,2025FA,2025-26,1,1,7395,0,0
AID2025-017023,S0028066,2025FA,2025-26,0,0,0,1,5500
AID2025-017024,S0023783,2025FA,2025-26,1,1,7395,0,0
AID2025-017025,S0011157,2025FA,2025-26,0,0,0,0,0
AID2025-017026,S0037827,2025FA,2025-26,1,1,7395,1,5500
AID2025-017027,S0032578,2025FA,2025-26,1,1,7395,0,0
AID2025-017028,S0035326,2025FA,2025-26,0,0,0,0,0
AID2025-017029,S0032176,2025FA,2025-26,0,0,0,1,5500
AID2025-017030,S0037273,2025FA,2025-26,0,0,0,0,0
AID2025-017031,S0024184,2025FA,2025-26,0,0,0,0,0
AID2025-017032,S0040284,2025FA,2025-26,1,0,0,1,5500
AID2025-017033,S0039676,2025FA,2025-26,0,0,0,0,0
AID2025-017034,S0009075,2025FA,2025-26,0,0,0,0,0
AID2025-017035,S0017855,2025FA,2025-26,0,0,0,1,5500
AID2025-017036,S0003022,2025FA,2025-26,0,0,0,0,0
AID2025-017037,S0017224,2025FA,2025-26,0,0,0,0,0
AID2025-017038,S0032165,2025FA,2025-26,0,0,0,1,5500
AID2025-017039,S0034414,2025FA,2025-26,0,0,0,0,0
AID2025-017040,S0032271,2025FA,2025-26,0,0,0,0,0
AID2025-017041,S0026484,2025FA,2025-26,0,0,0,1,5500
AID2025-017042,S0022632,2025FA,2025-26,0,0,0,0,0
AID2025-017043,S0040306,2025FA,2025-26,1,1,7395,0,0
AID2025-017044,S0029454,2025FA,2025-26,0,0,0,1,5500
AID2025-017045,S0021765,2025FA,2025-26,1,1,7395,0,0
AID2025-017046,S0021053,2025FA,2025-26,0,0,0,0,0
AID2025-017047,S0036249,2025FA,2025-26,0,0,0,1,5500
AID2025-017048,S0015093,2025FA,2025-26,1,1,7395,0,0
AID2025-017049,S0028702,2025FA,2025-26,0,0,0,0,0
AID2025-017050,S0036130,2025FA,2025-26,0,0,0,1,5500
AID2025-017051,S0003158,2025FA,2025-26,0,0,0,0,0
AID2025-017052,S0024077,2025FA,2025-26,1,1,7395,0,0
AID2025-017053,S0018972,2025FA,2025-26,0,0,0,1,5500
AID2025-017054,S0036383,2025FA,2025-26,0,0,0,0,0
AID2025-017055,S0034324,2025FA,2025-26,0,0,0,0,0
AID2025-017056,S0038802,2025FA,2025-26,0,0,0,1,5500
AID2025-017057,S0028450,2025FA,2025-26,0,0,0,0,0
AID2025-017058,S0027263,2025FA,2025-26,0,0,0,0,0
AID2025-017059,S0038314,2025FA,2025-26,0,0,0,1,5500
AID2025-017060,S0039085,2025FA,2025-26,1,0,0,0,0
AID2025-017061,S0008208,2025FA,2025-26,0,0,0,0,0
AID2025-017062,S0029127,2025FA,2025-26,0,0,0,1,5500
AID2025-017063,S0000746,2025FA,2025-26,0,0,0,0,0
AID2025-017064,S0023926,2025FA,2025-26,0,0,0,0,0
AID2025-017065,S0040212,2025FA,2025-26,0,0,0,1,5500
AID2025-017066,S0029373,2025FA,2025-26,1,1,7395,0,0
AID2025-017067,S0003819,2025FA,2025-26,0,0,0,0,0
AID2025-017068,S0032120,2025FA,2025-26,0,0,0,1,5500
AID2025-017069,S0040554,2025FA,2025-26,1,1,7395,0,0
AID2025-017070,S0005419,2025FA,2025-26,0,0,0,0,0
AID2025-017071,S0023565,2025FA,2025-26,0,0,0,1,5500
AID2025-017072,S0037951,2025FA,2025-26,0,0,0,0,0
AID2025-017073,S0000693,2025FA,2025-26,0,0,0,0,0
AID2025-017074,S0037412,2025FA,2025-26,0,0,0,1,5500
AID2025-017075,S0031563,2025FA,2025-26,0,0,0,0,0
AID2025-017076,S0040089,2025FA,2025-26,0,0,0,0,0
AID2025-017077,S0028266,2025FA,2025-26,0,0,0,1,5500
AID2025-017078,S0022985,2025FA,2025-26,0,0,0,0,0
AID2025-017079,S0017071,2025FA,2025-26,1,1,7395,0,0
AID2025-017080,S0033181,2025FA,2025-26,0,0,0,1,5500
AID2025-017081,S0031034,2025FA,2025-26,0,0,0,0,0
AID2025-017082,S0001676,2025FA,2025-26,1,1,7395,0,0
AID2025-017083,S0034239,2025FA,2025-26,0,0,0,1,5500
AID2025-017084,S0017546,2025FA,2025-26,1,1,7395,0,0
AID2025-017085,S0015877,2025FA,2025-26,0,0,0,0,0
AID2025-017086,S0028173,2025FA,2025-26,1,1,7395,1,5500
AID2025-017087,S0013723,2025FA,2025-26,0,0,0,0,0
AID2025-017088,S0039338,2025FA,2025-26,0,0,0,0,0
AID2025-017089,S0027443,2025FA,2025-26,1,1,7395,1,5500
AID2025-017090,S0002034,2025FA,2025-26,1,1,7395,0,0
AID2025-017091,S0037346,2025FA,2025-26,0,0,0,0,0
AID2025-017092,S0037925,2025FA,2025-26,1,1,7395,1,5500
AID2025-017093,S0027382,2025FA,2025-26,0,0,0,0,0
AID2025-017094,S0017782,2025FA,2025-26,0,0,0,0,0
AID2025-017095,S0032277,2025FA,2025-26,0,0,0,1,5500
AID2025-017096,S0001062,2025FA,2025-26,0,0,0,0,0
AID2025-017097,S0032022,2025FA,2025-26,0,0,0,0,0
AID2025-017098,S0012616,2025FA,2025-26,1,1,7395,1,5500
AID2025-017099,S0014105,2025FA,2025-26,0,0,0,0,0
AID2025-017100,S0034027,2025FA,2025-26,0,0,0,0,0
AID2025-017101,S0018686,2025FA,2025-26,0,0,0,1,5500
AID2025-017102,S0039985,2025FA,2025-26,0,0,0,0,0
AID2025-017103,S0039364,2025FA,2025-26,0,0,0,0,0
AID2025-017104,S0003690,2025FA,2025-26,1,1,7395,1,5500
AID2025-017105,S0025457,2025FA,2025-26,0,0,0,0,0
AID2025-017106,S0030314,2025FA,2025-26,0,0,0,0,0
AID2025-017107,S0012370,2025FA,2025-26,0,0,0,1,5500
AID2025-017108,S0032392,2025FA,2025-26,0,0,0,0,0
AID2025-017109,S0032551,2025FA,2025-26,0,0,0,0,0
AID2025-017110,S0001982,2025FA,2025-26,0,0,0,1,5500
AID2025-017111,S0032362,2025FA,2025-26,0,0,0,0,0
AID2025-017112,S0027900,2025FA,2025-26,0,0,0,0,0
AID2025-017113,S0013104,2025FA,2025-26,0,0,0,1,5500
AID2025-017114,S0038315,2025FA,2025-26,1,1,7395,0,0
AID2025-017115,S0008438,2025FA,2025-26,1,1,7395,0,0
AID2025-017116,S0025970,2025FA,2025-26,0,0,0,1,5500
AID2025-017117,S0019318,2025FA,2025-26,1,1,7395,0,0
AID2025-017118,S0036433,2025FA,2025-26,0,0,0,0,0
AID2025-017119,S0036290,2025FA,2025-26,1,1,7395,1,5500
AID2025-017120,S0016063,2025FA,2025-26,0,0,0,0,0
AID2025-017121,S0036286,2025FA,2025-26,1,1,7395,0,0
AID2025-017122,S0038433,2025FA,2025-26,0,0,0,1,5500
AID2025-017123,S0022917,2025FA,2025-26,0,0,0,0,0
AID2025-017124,S0011360,2025FA,2025-26,0,0,0,0,0
AID2025-017125,S0031741,2025FA,2025-26,1,1,7395,1,5500
AID2025-017126,S0009003,2025FA,2025-26,0,0,0,0,0
AID2025-017127,S0009014,2025FA,2025-26,1,1,7395,0,0
AID2025-017128,S0023322,2025FA,2025-26,0,0,0,1,5500
AID2025-017129,S0027906,2025FA,2025-26,0,0,0,0,0
AID2025-017130,S0029554,2025FA,2025-26,0,0,0,0,0
AID2025-017131,S0026354,2025FA,2025-26,1,1,7395,1,5500
AID2025-017132,S0023794,2025FA,2025-26,1,1,7395,0,0
AID2025-017133,S0027448,2025FA,2025-26,0,0,0,0,0
AID2025-017134,S0038203,2025FA,2025-26,0,0,0,1,5500
AID2025-017135,S0033642,2025FA,2025-26,0,0,0,0,0
AID2025-017136,S0040076,2025FA,2025-26,1,1,7395,0,0
AID2025-017137,S0006117,2025FA,2025-26,1,0,0,1,5500
AID2025-017138,S0032842,2025FA,2025-26,0,0,0,0,0
AID2025-017139,S0027396,2025FA,2025-26,0,0,0,0,0
AID2025-017140,S0020676,2025FA,2025-26,1,1,7395,1,5500
AID2025-017141,S0031729,2025FA,2025-26,1,1,7395,0,0
AID2025-017142,S0027850,2025FA,2025-26,0,0,0,0,0
AID2025-017143,S0030549,2025FA,2025-26,0,0,0,1,5500
AID2025-017144,S0002078,2025FA,2025-26,0,0,0,0,0
AID2025-017145,S0028369,2025FA,2025-26,1,1,7395,0,0
AID2025-017146,S0029315,2025FA,2025-26,0,0,0,1,5500
AID2025-017147,S0008222,2025FA,2025-26,0,0,0,0,0
AID2025-017148,S0023969,2025FA,2025-26,0,0,0,0,0
AID2025-017149,S0040239,2025FA,2025-26,0,0,0,1,5500
AID2025-017150,S0038503,2025FA,2025-26,1,1,7395,0,0
AID2025-017151,S0007689,2025FA,2025-26,1,0,0,0,0
AID2025-017152,S0030941,2025FA,2025-26,1,1,7395,1,5500
AID2025-017153,S0034042,2025FA,2025-26,0,0,0,0,0
AID2025-017154,S0024362,2025FA,2025-26,1,1,7395,0,0
AID2025-017155,S0008016,2025FA,2025-26,1,1,7395,1,5500
AID2025-017156,S0037495,2025FA,2025-26,1,1,7395,0,0
AID2025-017157,S0005868,2025FA,2025-26,0,0,0,0,0
AID2025-017158,S0030466,2025FA,2025-26,0,0,0,1,5500
AID2025-017159,S0028361,2025FA,2025-26,0,0,0,0,0
AID2025-017160,S0036372,2025FA,2025-26,0,0,0,0,0
AID2025-017161,S0023196,2025FA,2025-26,0,0,0,1,5500
